Word,Number of morphemes,Number of Letters,Number of Syllables,Number of Phonemes,Orthographic N,OLD20,PN_Std,PLD20_Std,PN_Singapore,PLD20_Singapore,PN_NonStd,PLD_NonStd,freq_singapore/million,lg_freq_singapore,freq_malaysia/million,lg_freq_malaysia,LDT_RT,LDT_ACC,NMG_RT,NMG_ACC
melepasi,2,8,4,8,0,2.6500,0,2.7500,0,2.7500,0,2.7500,28.60,1.47,184.11,2.27,,,,
melepaskan,2,10,4,10,1,1.9500,1,2.0000,1,2.0000,1,2.1000,93.80,1.98,95.33,1.98,587.9318,1.0000,548.9286,0.9545
meleraikan,2,10,4,9,0,2.1000,0,2.7500,0,2.7500,0,2.7500,8.80,0.99,4.67,0.75,,,,
melereng,2,8,3,7,0,2.8000,1,2.6500,1,2.5500,1,2.5500,0.00,0.00,0.47,0.17,,,,
meleret,2,7,3,7,1,2.6500,2,2.6500,2,2.5500,2,2.5500,3.40,0.64,3.27,0.63,,,,
meleret-leret,2,13,5,12,0,7.3000,0,6.6500,0,6.5000,0,6.5000,1.20,0.34,1.40,0.38,,,,
meleset,2,7,3,7,1,2.8000,1,2.8000,1,2.7500,1,2.7500,9.80,1.03,10.75,1.07,,,,
melestarikan,2,12,5,12,0,3.6000,0,3.8500,0,3.8500,0,3.8500,10.60,1.06,1.87,0.46,,,,
meletak,2,7,3,7,2,1.9000,1,1.9500,1,1.9500,1,1.9500,77.00,1.89,20.09,1.32,,,,
meletakan,2,9,4,9,4,1.7500,2,1.8500,2,1.8500,1,1.9500,1.00,0.30,1.87,0.46,,,,
meletakkan,2,10,4,10,1,1.9000,1,2.1000,1,2.1000,1,2.1500,161.60,2.21,286.45,2.46,655.6364,1.0000,535.5455,1.0000
meletihkan,2,10,4,10,1,2.5000,1,2.5500,1,2.5000,1,2.5000,2.80,0.58,6.07,0.85,,,,
meletup,2,7,3,7,1,2.5000,1,2.4500,1,2.4500,1,2.4500,19.00,1.30,9.81,1.03,,,,
meletupkan,2,10,4,10,0,2.5500,0,2.5500,0,2.6500,0,2.6500,5.40,0.81,1.87,0.46,,,,
meletus,2,7,3,7,1,2.4000,1,2.3500,1,2.3500,1,2.3500,4.60,0.75,6.54,0.88,,,,
melewati,2,8,4,8,1,2.6000,1,2.8500,1,2.8500,1,2.8500,18.80,1.30,8.88,0.99,,,,
melibatkan,2,10,4,10,1,2.7500,1,2.7000,1,2.7000,1,2.7000,368.80,2.57,2.80,0.58,,,,
melicinkan,2,10,4,10,0,2.8500,0,2.8000,0,2.8000,0,2.7500,11.80,1.11,4.21,0.72,,,,
melihat,2,7,3,7,2,2.3000,2,2.2000,2,2.2500,2,2.2500,775.80,2.89,539.25,2.73,,,,
melihatkan,2,10,4,10,1,2.8000,1,2.7500,1,2.7500,1,2.7500,21.00,1.34,5.61,0.82,563.6977,0.9773,510.4500,0.9091
melimpah,2,8,3,8,0,2.5500,0,2.6000,0,2.6000,0,2.6500,10.80,1.07,3.74,0.68,,,,
melimpahi,2,9,4,9,0,3.1000,0,3.1000,0,3.1000,0,3.1500,0.60,0.20,0.47,0.17,,,,
melimpahkan,2,11,4,11,0,2.8500,0,2.9000,0,2.9000,0,2.9000,2.00,0.48,1.87,0.46,721.8095,0.9545,569.8780,0.9318
melindungi,2,10,4,9,0,3.4500,0,3.0500,0,3.3500,0,3.2500,90.40,1.96,29.91,1.49,,,,
meling,1,6,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,0.00,0.00,0.47,0.17,,,,
melingkar,2,9,3,8,0,2.6500,0,2.6500,0,2.7000,0,2.7000,0.60,0.20,0.47,0.17,,,,
melingkari,2,10,4,9,0,2.9500,1,2.9500,0,3.0500,0,3.0500,1.00,0.30,2.80,0.58,,,,
melintang,2,9,3,8,0,2.6000,1,2.4000,1,2.4000,1,2.4500,4.20,0.72,7.01,0.90,,,,
melintangkan,2,12,4,11,0,3.0000,0,2.9500,0,2.9500,0,2.9500,0.00,0.00,3.27,0.63,787.9444,0.8182,604.5854,0.9318
melintas,2,8,3,8,1,2.4000,2,2.3500,2,2.3500,2,2.4000,11.60,1.10,4.21,0.72,,,,
melintasi,2,9,4,9,0,2.7500,0,2.7500,0,2.7500,0,2.8000,12.40,1.13,20.09,1.32,,,,
melipat,2,7,3,7,2,2.2000,2,2.1500,2,2.1500,2,2.1500,3.60,0.66,0.93,0.29,,,,
melipatgandakan,2,15,6,15,0,6.0000,0,6.3500,0,6.6500,0,6.5000,2.00,0.48,1.87,0.46,,,,
meliputi,2,8,4,8,0,2.9500,0,3.0500,0,3.1000,0,3.2000,51.60,1.72,42.99,1.64,,,,
melirik,2,7,3,7,0,2.7500,0,2.7000,0,2.5500,0,2.5500,2.40,0.53,2.34,0.52,,,,
meliwat,2,7,3,7,3,2.0500,4,1.8500,4,1.8500,4,1.8500,1.20,0.34,0.47,0.17,,,,
meloloskan,2,10,4,10,0,3.1500,0,3.0000,1,2.7500,1,2.7500,3.20,0.62,7.01,0.90,,,,
melompat,2,8,3,8,1,2.5500,1,2.5500,1,2.5500,1,2.5000,24.40,1.40,10.75,1.07,,,,
melondehkan,2,11,4,11,0,3.6500,0,3.5500,0,3.3500,0,3.3500,0.00,0.00,0.93,0.29,831.9310,0.6591,594.6341,0.9318
melonggarkan,2,12,4,11,0,3.1000,0,2.9000,0,2.9000,0,2.9500,15.40,1.21,3.74,0.68,,,,
melonggok,2,9,3,8,0,3.4000,0,2.9000,0,2.8000,0,2.8000,0.00,0.00,0.47,0.17,,,,
melonjak,2,8,3,8,0,2.9000,0,2.8500,0,2.8500,0,2.8500,31.00,1.51,77.10,1.89,,,,
melonjakkan,2,11,4,11,0,2.9500,0,2.9500,0,2.9500,0,2.9500,0.60,0.20,24.77,1.41,802.2121,0.7500,560.7143,0.9545
melontar,2,8,3,8,1,2.6000,1,2.5500,1,2.5500,1,2.5500,15.60,1.22,6.07,0.85,,,,
melontarkan,2,11,4,11,0,2.8000,0,2.7500,0,2.7500,0,2.7500,3.60,0.66,9.35,1.01,631.5909,1.0000,566.0455,1.0000
melorongkan,2,11,4,10,0,3.4000,0,2.9500,0,2.8000,0,2.8000,0.00,0.00,6.07,0.85,911.3529,0.3864,556.8780,0.9318
meloyakan,2,9,4,9,0,2.5000,0,2.3500,0,2.3500,0,2.6500,0.20,0.08,0.47,0.17,,,,
meluah,2,6,3,7,2,1.8500,2,1.9000,2,1.9000,2,1.9000,3.40,0.64,0.47,0.17,,,,
meluahkan,2,9,4,10,1,2.3000,3,2.1000,3,2.1000,3,2.2000,55.20,1.75,28.50,1.47,,,,
meluangkan,2,10,4,10,0,2.5500,2,2.2000,2,2.2000,2,2.3000,56.40,1.76,14.49,1.19,,,,
meluap-luap,2,11,5,12,0,5.2000,0,5.6500,0,5.6500,0,5.7000,4.40,0.73,0.47,0.17,,,,
meluas,2,6,3,7,3,1.8500,3,1.8500,3,1.8500,3,1.8500,66.00,1.83,46.73,1.68,,,,
meluaskan,2,9,4,10,2,2.1000,4,1.9500,4,1.9500,4,2.0500,107.40,2.04,23.83,1.40,607.7045,1.0000,531.8095,0.9545
meluat,2,6,3,7,3,1.8500,5,1.7500,5,1.7500,5,1.7500,1.60,0.41,2.34,0.52,,,,
melucukan,2,9,4,9,0,2.4000,0,2.4500,0,2.6500,0,2.6500,6.00,0.85,5.14,0.79,,,,
melucutkan,2,10,4,10,0,2.7500,0,2.6500,0,2.7000,0,2.7000,5.80,0.83,0.93,0.29,695.1750,0.9091,525.2439,0.9318
meludah,2,7,4,10,0,2.4000,2,2.2500,2,2.2500,2,2.3500,1.00,0.30,0.93,0.29,,,,
melukakan,2,9,4,9,2,2.0500,2,1.9500,2,1.9500,2,2.4500,5.80,0.83,1.40,0.38,687.7000,0.9091,560.2791,0.9773
melukis,2,7,3,7,1,2.7500,1,2.6000,0,2.6500,0,2.6500,39.60,1.61,3.74,0.68,,,,
melulu,2,6,3,6,1,2.2000,1,2.4000,1,2.5500,1,2.5500,6.40,0.87,3.74,0.68,,,,
meluluskan,2,10,4,10,1,2.4500,1,2.4000,2,2.4000,2,2.4000,27.20,1.45,24.77,1.41,,,,
melumpuhkan,2,11,4,11,0,2.9000,0,2.8000,0,2.9500,0,2.9500,8.20,0.96,1.87,0.46,782.5833,0.8182,582.8684,0.8636
melunaskan,2,10,4,10,0,2.3000,1,2.2500,1,2.2500,1,2.4000,37.00,1.58,9.35,1.01,661.8537,0.9318,539.0233,0.9773
meluncur,2,8,3,8,1,2.7000,1,2.5500,1,2.4500,1,2.4500,6.40,0.87,1.40,0.38,,,,
meluncurkan,2,11,4,11,0,2.8000,0,2.7000,0,2.7000,0,2.7000,0.60,0.20,0.47,0.17,,,,
melupakan,2,9,4,9,2,2.1500,2,2.0000,2,2.0000,2,2.4500,43.20,1.65,65.42,1.82,568.9048,0.9545,545.6744,0.9773
melupuskan,2,10,4,10,1,2.4000,1,2.3500,1,2.3000,1,2.3000,1.40,0.38,11.21,1.09,709.7778,0.8182,552.5122,0.9318
melur,1,5,2,5,1,1.9000,1,1.9500,1,1.9500,1,1.9500,2.20,0.51,0.93,0.29,,,,
meluru,2,6,3,6,2,2.0000,2,2.1000,2,2.5000,2,2.5000,20.80,1.34,20.56,1.33,,,,
melutut,2,7,3,7,0,2.4500,0,2.2000,0,2.3000,0,2.3000,2.00,0.48,0.93,0.29,,,,
memaafkan,2,9,4,9,0,2.1000,0,2.2500,0,2.2500,0,2.2500,12.60,1.13,2.34,0.52,618.0233,0.9773,552.0000,0.9773
memacu,2,6,3,6,2,2.0500,2,1.9500,2,2.0500,2,2.0500,8.60,0.98,12.15,1.12,,,,
memadai,2,7,4,7,1,1.9500,1,1.9500,1,1.9500,1,2.0000,18.00,1.28,29.44,1.48,,,,
memadamkan,2,10,3,7,1,2.2500,1,2.1000,1,2.1000,1,2.1000,10.40,1.06,17.29,1.26,685.3171,0.9318,611.3659,0.9318
memadankan,2,10,4,10,1,2.2000,0,2.2500,0,2.2500,0,2.3000,10.60,1.06,1.40,0.38,,,,
memagari,2,8,4,8,0,2.7000,0,2.6500,0,2.6500,0,2.6500,0.80,0.26,0.47,0.17,,,,
memahami,2,8,4,8,0,2.7000,0,2.7500,0,2.7500,0,2.7500,260.00,2.42,63.55,1.81,,,,
memahat,2,7,3,7,0,2.0000,0,2.0000,0,2.0000,0,2.0000,3.60,0.66,6.07,0.85,,,,
memahirkan,2,10,4,10,1,2.5000,1,2.4500,1,2.5000,1,2.5000,2.80,0.58,1.40,0.38,798.5294,0.7727,525.4878,0.9318
memainkan,2,9,4,10,1,2.3000,1,2.4500,1,2.5000,1,2.5000,173.40,2.24,38.32,1.59,588.7209,0.9773,554.9250,0.9091
memajak,2,7,3,7,2,1.8500,3,1.8500,3,1.8500,3,1.8500,1.00,0.30,0.47,0.17,,,,
memajakkan,2,10,4,10,1,2.0500,1,2.0000,1,2.0000,1,2.0500,0.60,0.20,0.47,0.17,,,,
memajukan,2,9,4,9,1,2.2000,2,2.1000,2,2.2000,2,2.2000,52.40,1.73,28.97,1.48,648.2683,0.9318,552.7907,0.9773
memakai,2,7,3,6,3,1.8000,2,2.0000,2,2.0000,2,2.0000,93.00,1.97,20.56,1.33,,,,
memakaikan,2,10,4,9,0,2.1000,0,2.5000,0,2.5000,0,2.5000,1.80,0.45,0.47,0.17,788.5152,0.7500,600.3333,0.8864
memakan,2,7,3,7,2,1.9000,0,2.0000,0,2.0000,0,2.0000,104.00,2.02,19.63,1.31,,,,
memakbulkan,2,11,4,11,0,3.1500,0,3.1000,0,3.4000,0,3.4000,0.20,0.08,0.93,0.29,,,,
memaki,2,6,3,6,1,1.9000,2,1.9000,2,1.9000,2,1.9000,6.20,0.86,1.87,0.46,,,,
memaklumi,2,9,4,9,0,3.3500,0,3.1500,0,3.5000,0,3.4000,0.00,0.00,0.47,0.17,,,,
memaklumkan,2,11,4,11,0,2.9500,0,2.9000,0,3.4000,0,3.4000,38.60,1.60,64.95,1.82,,,,
memaksa,2,7,3,7,0,2.7000,0,2.6500,0,2.7000,0,2.7500,48.80,1.70,54.67,1.75,,,,
memaksakan,2,10,4,10,0,2.8000,0,2.7500,0,2.7500,0,2.8500,3.40,0.64,0.47,0.17,,,,
memalapkan,2,10,4,10,0,2.2000,0,2.1000,0,2.1000,0,2.1500,0.60,0.20,0.47,0.17,,,,
memali,2,6,3,6,2,1.8500,2,1.8500,2,1.9000,2,1.9000,0.00,0.00,0.93,0.29,,,,
memalingkan,2,11,4,10,0,2.7000,0,2.2500,0,2.3000,0,2.3000,1.60,0.41,0.93,0.29,,,,
memalit,2,7,3,7,0,2.3500,0,2.3000,0,2.4000,0,2.4000,0.80,0.26,1.87,0.46,,,,
memalu,2,6,3,6,3,1.8500,3,1.8500,3,1.8500,3,1.8500,1.20,0.34,1.40,0.38,,,,
memalukan,2,9,4,9,3,1.9500,3,1.8500,3,1.9500,3,1.9500,27.40,1.45,29.91,1.49,,,,
memanah,2,7,3,7,1,1.9500,1,1.9500,1,1.9500,1,1.9500,4.60,0.75,13.55,1.16,,,,
memanaskan,2,10,4,10,1,1.9500,1,2.2000,1,2.2000,1,2.2000,10.20,1.05,14.02,1.18,691.9024,0.9318,575.3023,0.9773
memancar,2,8,3,8,2,2.5500,2,2.3500,2,2.3500,2,2.3500,3.80,0.68,0.93,0.29,,,,
memancarkan,2,11,4,11,1,2.6000,1,2.3500,1,2.3500,1,2.4000,10.80,1.07,1.87,0.46,724.4762,0.9545,553.3095,0.9545
memancing,2,9,3,8,0,2.7000,1,2.7000,1,2.7000,1,2.7000,23.00,1.38,16.36,1.24,,,,
memandang,2,9,3,8,1,2.5000,1,1.9500,1,1.9500,1,2.0500,80.00,1.91,62.62,1.80,,,,
memandangkan,2,12,4,11,1,2.6500,1,2.4500,1,2.4500,1,2.5000,246.60,2.39,121.03,2.09,738.9767,0.9773,591.7907,0.9773
memandu,2,7,3,7,1,2.2500,1,2.2500,1,2.3500,1,2.3500,136.60,2.14,58.41,1.77,,,,
memanfaatkan,2,12,5,12,0,3.6000,0,3.7000,0,3.7000,0,3.7500,206.40,2.32,37.38,1.58,,,,
memang,1,6,2,5,4,1.8000,0,2.0000,0,2.0000,0,2.0000,"1,007.80",3.00,529.91,2.73,,,,
memanggil,2,9,3,8,1,2.8500,1,2.8500,1,2.8500,1,2.8500,32.00,1.52,35.05,1.56,,,,
memangku,2,8,3,7,1,2.6000,1,2.4000,1,2.4500,1,2.4500,1.20,0.34,4.21,0.72,,,,
memaniskan,2,10,4,10,1,2.5500,1,2.5500,1,2.6000,1,2.6000,0.00,0.00,0.47,0.17,,,,
memanjakan,2,10,4,10,0,2.5000,0,2.4000,0,2.4000,0,2.8000,6.60,0.88,2.80,0.58,838.7419,0.7045,554.4048,0.9545
memanjang,2,9,3,8,1,2.4500,4,2.2000,4,2.2000,4,2.2000,6.60,0.88,0.93,0.29,,,,
memanjangkan,2,12,4,11,1,2.7000,2,2.4000,2,2.4000,2,2.4500,7.60,0.93,8.41,0.97,794.3571,0.9545,590.6977,0.9773
memanjat,2,8,3,8,0,2.6000,2,2.5500,2,2.5500,2,2.5500,20.20,1.33,15.42,1.22,,,,
memansuhkan,2,11,4,11,0,2.8500,0,2.9000,0,2.9000,0,2.9000,6.80,0.89,5.14,0.79,786.7059,0.7727,595.2683,0.9318
memantapkan,2,11,4,11,0,2.6000,0,2.5500,0,2.5500,0,2.6000,22.80,1.38,48.60,1.70,770.0714,0.9545,586.0732,0.9318
memantau,2,8,3,6,1,2.2500,0,2.2500,0,2.2500,0,2.2500,59.60,1.78,36.45,1.57,,,,
memantul,2,8,3,8,0,2.7000,0,2.8000,0,2.9000,0,2.9000,0.80,0.26,6.07,0.85,,,,
memanusiakan,2,12,6,13,0,3.6000,0,4.4500,0,4.5000,0,4.6000,0.20,0.08,2.34,0.52,876.7000,0.6818,637.8250,0.9091
memaparkan,2,10,4,10,1,1.9500,1,1.9500,1,1.9500,1,1.9500,123.00,2.09,50.93,1.72,668.5000,0.9091,579.2564,0.8864
memarahi,2,8,4,8,0,2.5500,0,2.6000,0,2.6000,0,2.6000,8.80,0.99,1.87,0.46,,,,
memartabatkan,2,13,5,13,0,4.3000,0,4.4500,0,4.4500,0,4.4500,6.40,0.87,37.85,1.59,,,,
memasak,2,7,3,7,1,1.9500,3,1.8500,3,1.8500,3,1.8500,133.20,2.13,7.48,0.93,,,,
memasang,2,8,3,7,1,2.1500,2,1.9000,2,1.9000,2,1.9000,44.00,1.65,30.37,1.50,,,,
memasangkan,2,11,4,10,1,2.2000,2,1.9000,2,1.9000,2,1.9000,0.40,0.15,0.47,0.17,653.2143,0.9545,572.9070,0.9773
memasarkan,2,10,4,10,1,1.9500,2,1.9000,2,1.9000,2,1.9000,43.40,1.65,42.52,1.64,693.7179,0.8864,551.6977,0.9773
memastikan,2,10,4,10,0,2.6500,0,2.6500,0,2.6500,0,2.6500,574.80,2.76,425.70,2.63,,,,
memasuki,2,8,4,8,0,2.8000,0,2.7500,0,2.8000,0,2.7500,169.40,2.23,127.57,2.11,,,,
memasukkan,2,10,4,10,0,2.6000,0,2.6000,0,2.6500,0,2.6500,35.40,1.56,30.84,1.50,665.5238,0.9545,547.8333,0.9545
memasyarakatkan,2,15,6,14,0,5.2500,0,4.8500,0,4.8500,0,5.0000,3.20,0.62,0.47,0.17,,,,
memasyhurkan,2,12,4,11,0,3.7500,0,3.1500,0,3.2500,0,3.2500,0.40,0.15,0.47,0.17,,,,
mematahkan,2,10,4,10,0,2.0000,1,2.0000,1,2.0000,1,2.0000,15.00,1.20,12.15,1.12,733.1795,0.8864,565.6585,0.9318
mematangkan,2,11,4,10,1,2.2500,2,1.9000,2,1.9000,2,1.9000,2.00,0.48,5.61,0.82,811.9600,0.5682,608.1000,0.9091
mematikan,2,9,4,9,0,2.0500,0,1.9500,0,2.2500,0,2.2500,12.20,1.12,10.75,1.07,667.4186,0.9773,521.4419,0.9773
mematuhi,2,8,4,8,0,2.8000,0,2.7500,0,2.8500,0,2.7500,44.80,1.66,17.29,1.26,,,,
memaut,2,6,3,7,0,2.0000,1,1.9500,1,2.0500,1,2.0500,0.60,0.20,0.47,0.17,,,,
memayungi,2,9,4,8,0,3.1000,0,2.9000,0,2.9000,0,2.9000,1.20,0.34,1.40,0.38,,,,
membabit,2,8,3,8,0,2.6000,0,2.5500,0,2.5500,0,2.5500,0.20,0.08,3.74,0.68,,,,
membabitkan,2,11,4,11,0,2.8000,0,2.7500,0,3.0000,0,3.0000,29.60,1.49,464.49,2.67,657.2250,0.9091,567.8974,0.8864
membaca,2,7,3,7,3,1.8500,3,1.8500,3,1.8500,3,2.1000,295.80,2.47,43.93,1.65,,,,
membacakan,2,10,4,10,1,2.5500,1,2.4000,1,2.4000,0,2.6000,9.20,1.01,2.34,0.52,630.2000,0.9091,577.8810,0.9545
membahagiakan,2,13,6,14,0,3.4500,0,4.3000,0,4.3000,0,4.3500,7.20,0.91,2.34,0.52,,,,
membahagikan,2,12,4,9,0,2.8500,0,2.7000,0,2.7000,0,2.7000,19.40,1.31,8.88,0.99,733.4359,0.8864,628.2750,0.9091
membaham,2,8,3,8,0,2.4000,1,2.3500,1,2.3500,1,2.5000,3.80,0.68,3.74,0.68,,,,
membahang,2,9,3,8,1,2.4000,2,1.9000,2,1.9000,2,2.0500,1.00,0.30,0.93,0.29,,,,
membahangkan,2,12,4,11,1,2.6500,2,2.5000,2,2.5000,2,2.5500,0.20,0.08,0.47,0.17,,,,
membahaskan,2,11,4,11,1,2.3000,2,2.2000,2,2.2000,2,2.2500,14.40,1.19,2.34,0.52,743.6829,0.9318,615.1750,0.9091
membahayakan,2,12,5,12,0,2.9500,0,3.0000,0,3.0000,0,3.0500,25.60,1.42,2.80,0.58,669.7805,0.9318,595.5952,0.9545
membahu,2,7,3,7,1,2.1000,1,2.1500,1,2.3000,1,2.3000,0.00,0.00,1.40,0.38,,,,
membaik,2,7,3,8,0,1.9500,0,2.3000,0,2.2000,0,2.2000,4.20,0.72,7.01,0.90,,,,
membaiki,2,8,4,9,0,2.6000,0,2.7000,0,2.7500,0,2.7000,56.00,1.76,10.75,1.07,,,,
membajak,2,8,3,8,0,2.2500,0,2.2500,0,2.2500,0,2.4000,0.40,0.15,0.47,0.17,,,,
membakar,2,8,3,8,2,1.9000,2,1.9000,2,1.9000,2,2.0500,44.60,1.66,17.76,1.27,,,,
membalas,2,8,3,8,0,2.0000,0,2.0000,0,2.0000,0,2.1000,33.60,1.54,53.27,1.73,,,,
membalikkan,2,11,4,11,0,2.8000,0,2.8000,0,2.8500,0,2.8500,0.20,0.08,1.87,0.46,854.7750,0.9091,628.3684,0.8636
membaling,2,9,3,8,1,2.7000,1,2.3000,1,2.3500,1,2.3500,2.60,0.56,3.74,0.68,,,,
membalut,2,8,3,8,0,2.2500,0,2.3000,1,2.2500,1,2.2500,2.80,0.58,1.87,0.46,,,,
membanding,2,10,3,9,0,2.7500,0,3.7000,0,3.7000,0,3.7000,0.20,0.08,0.47,0.17,,,,
membandingkan,2,13,4,12,0,3.2000,0,4.1000,0,4.2500,0,4.2500,16.20,1.24,9.81,1.03,654.6977,0.9773,618.0976,0.9318
membangga,2,9,3,8,0,2.9000,0,2.6000,0,2.6000,0,2.7500,0.40,0.15,0.93,0.29,,,,
membanggakan,2,12,4,11,0,2.9500,0,2.8000,0,2.8000,0,2.9000,34.60,1.55,107.48,2.04,743.5854,0.9318,622.8205,0.8864
membangkang,2,11,3,9,1,2.9000,1,2.6000,1,2.6000,1,2.6500,1.80,0.45,0.47,0.17,,,,
membangkit,2,10,3,9,0,2.9500,0,2.9000,0,2.9000,0,2.9000,0.60,0.20,0.93,0.29,,,,
membangkitkan,2,13,4,12,0,3.4000,0,3.2500,0,3.3000,0,3.3000,25.60,1.42,24.30,1.40,743.4091,1.0000,596.0465,0.9773
membangun,2,9,3,8,1,2.6000,1,2.5000,1,2.6000,1,2.6000,100.40,2.01,33.64,1.54,,,,
membangunkan,2,12,4,11,0,3.2000,0,2.9000,0,2.9000,0,2.9000,203.40,2.31,84.11,1.93,659.1250,0.9091,586.7805,0.9318
membanjir,2,9,3,8,0,2.8500,0,2.8000,0,3.0000,0,2.9500,0.00,0.00,0.93,0.29,,,,
membanjiri,2,10,4,9,0,3.6500,0,3.6500,0,3.7000,0,3.6500,13.00,1.15,21.03,1.34,,,,
membantah,2,9,3,9,0,2.7500,0,2.8000,0,2.8000,0,2.8000,27.00,1.45,15.42,1.22,,,,
membanteras,2,11,4,11,0,3.8500,0,4.1500,0,4.1500,0,4.1500,17.40,1.26,8.88,0.99,,,,
membantu,2,8,3,8,1,2.3000,1,2.5000,1,2.6000,1,2.6000,"1,224.00",3.09,569.16,2.76,,,,
membantut,2,9,3,9,0,2.5000,0,2.6000,0,2.7500,0,2.7500,0.00,0.00,0.47,0.17,,,,
membantutkan,2,12,4,12,0,3.2000,0,3.3500,0,3.4500,0,3.4500,5.20,0.79,7.94,0.95,,,,
membara,2,7,3,7,3,1.8500,3,1.8500,3,1.8500,3,1.8500,17.40,1.26,9.81,1.03,,,,
membaris,2,8,3,8,0,2.5500,0,2.4500,0,2.5500,0,2.5000,0.00,0.00,1.87,0.46,,,,
membarisi,2,9,4,9,0,2.8000,0,2.7500,0,3.2000,0,2.8500,1.20,0.34,4.67,0.75,,,,
membariskan,2,11,4,11,0,2.5500,0,2.5500,1,2.6000,1,2.6000,7.40,0.92,53.27,1.73,616.5814,0.9773,575.2683,0.9318
membasahi,2,9,4,9,0,2.8500,0,2.8000,0,2.8000,0,2.8000,11.40,1.09,1.40,0.38,,,,
membasahkan,2,11,4,11,0,2.4000,0,2.5000,0,2.5000,0,2.5500,1.00,0.30,0.47,0.17,,,,
membasuh,2,8,3,8,0,2.6000,0,2.5000,0,2.6500,0,2.6500,7.60,0.93,0.47,0.17,,,,
membatalkan,2,11,4,11,1,2.5000,1,2.5000,1,2.5000,1,2.5500,31.40,1.51,23.36,1.39,623.0698,0.9773,552.8095,0.9545
membatasi,2,9,4,9,0,2.8000,0,2.7000,0,2.7000,0,2.7000,1.60,0.41,1.87,0.46,,,,
membataskan,2,11,4,11,2,2.3000,2,2.2500,2,2.2500,2,2.3000,10.20,1.05,11.21,1.09,,,,
membatu,2,7,3,7,1,2.0000,1,2.2500,1,2.4500,1,2.4500,2.00,0.48,0.47,0.17,,,,
membawa,2,7,3,7,3,1.8500,3,1.8500,3,1.8500,3,2.0500,716.80,2.86,467.29,2.67,,,,
membawakan,2,10,4,10,1,2.5500,1,2.3000,1,2.3000,0,2.8000,29.60,1.49,94.86,1.98,685.0244,0.9318,566.1667,0.9545
membayang,2,9,3,8,2,2.2500,3,1.8000,3,1.8000,3,1.8500,0.00,0.00,0.47,0.17,,,,
membayangi,2,10,4,9,0,2.7000,0,2.5000,0,2.5000,0,2.5000,1.80,0.45,5.14,0.79,,,,
membayangkan,2,12,4,11,1,2.7000,1,2.3500,1,2.3500,1,2.4000,58.60,1.78,54.21,1.74,,,,
membayar,2,8,3,8,2,2.1500,3,1.9000,3,1.9000,3,2.0500,243.80,2.39,100.00,2.00,,,,
membazir,2,8,3,8,0,2.7000,0,2.7000,0,2.7000,0,2.7000,10.20,1.05,3.74,0.68,,,,
membazirkan,2,11,4,11,0,2.7000,0,2.8000,0,2.8000,0,2.8000,6.00,0.85,2.34,0.52,645.5238,0.9545,561.1364,1.0000
membebani,2,9,4,9,0,2.9500,0,3.2000,0,3.2000,0,3.2500,1.60,0.41,0.47,0.17,,,,
membebankan,2,11,4,11,1,2.4500,0,2.6000,0,2.6000,0,2.6000,19.40,1.31,13.08,1.15,,,,
membebaskan,2,11,4,11,1,2.3000,0,2.5500,0,2.5500,0,2.6000,16.80,1.25,11.68,1.10,639.7317,0.9318,630.8684,0.8636
membebel,2,8,3,8,0,2.9000,0,3.5000,0,3.0000,0,2.9500,3.00,0.60,0.93,0.29,,,,
membedah,2,8,3,8,1,2.2500,0,2.5500,0,2.5500,0,2.6000,0.60,0.20,0.47,0.17,,,,
membedil,2,8,3,8,0,2.6500,0,2.7000,0,2.7500,0,2.7500,1.40,0.38,1.87,0.46,,,,
membekalkan,2,11,4,11,0,2.3000,0,2.5000,0,2.5000,0,2.5000,36.60,1.58,28.97,1.48,706.5610,0.9318,584.1750,0.9091
membekas,2,8,3,8,0,2.3000,0,2.4500,0,2.4500,0,2.5000,0.00,0.00,0.93,0.29,,,,
membeku,2,7,3,7,0,2.5500,0,2.5000,0,2.5000,0,2.5000,0.80,0.26,0.93,0.29,,,,
membekukan,2,10,4,10,1,2.6500,1,2.7000,1,2.7500,1,2.7500,5.80,0.83,1.40,0.38,780.5714,0.7955,635.4722,0.8182
membela,2,7,3,7,1,1.8500,3,1.8000,3,1.8000,3,2.0500,0.00,0.00,8.41,0.97,,,,
membelah,2,8,3,8,2,1.8500,0,2.0500,0,2.0500,0,2.1500,6.60,0.88,3.27,0.63,,,,
membelai,2,8,3,7,2,1.8000,3,2.3500,3,2.3500,3,2.3500,5.20,0.79,1.87,0.46,,,,
membelakangi,2,12,5,11,0,3.8000,0,3.7500,0,3.7500,0,3.7500,1.00,0.30,0.47,0.17,,,,
membelakangkan,2,14,5,13,0,3.7500,0,3.5000,0,3.5000,0,3.5500,6.20,0.86,9.81,1.03,813.2683,0.9318,641.0270,0.8409
membelanjakan,2,13,5,13,0,3.7000,0,3.8500,0,3.8500,0,3.9500,47.00,1.68,18.22,1.28,729.5000,0.9091,592.4571,0.7955
membelasah,2,10,4,10,0,2.9500,0,3.1000,0,3.1000,0,3.2500,12.80,1.14,58.41,1.77,,,,
membelek,2,8,3,8,1,2.5000,1,2.7500,1,2.5500,1,2.5500,3.60,0.66,1.87,0.46,,,,
